iDQ 1.0,dCAQE 4.0.1,iProver v3.1 (CASC-27),HQS 2,DQBDD 1.1
,0.165178239,89.54542042,0.18185512,0.166486423
,0.166595383,89.57216096,0.181872099,0.166586322
,0.166947513,89.639141,0.182134696,0.167458611
,0.167242093,93.01060021,0.183609107,0.170170837
,0.168150991,93.71478184,0.184012204,0.170235566
,0.169119936,93.76234385,0.185236996,0.17042214
,0.169438264,94.39188267,0.185940883,0.179032172
,0.169830182,97.10899571,0.185994513,0.184947031
,0.174503003,108.1271481,0.187040325,0.186472342
,0.174572298,108.3834909,0.189847862,0.186929849
,0.1768353,131.188965,0.189863903,0.190431539
,0.182429711,139.8871539,0.189879231,0.19043155
,0.188378585,146.6576715,0.190615594,0.190750192
,0.189415254,146.675145,0.197438639,0.191468899
,0.189657166,146.8200863,0.197845906,0.194301943
,0.19234835,147.1810217,0.213827482,0.194766764
,0.192481878,173.9309324,0.22170272,0.1952264
,0.204444911,265.6369959,0.22181056,0.198810497
,0.209151638,266.6122728,0.23384069,0.200529974
,0.210735215,266.6381379,0.233888014,0.205093029
,0.210933995,267.040765,0.235127338,0.206987132
,0.215847521,289.9376774,0.237821883,0.208939281
,0.216060704,,0.258400414,0.210248226
,0.229184097,,0.261846135,0.210617282
,0.232054763,,0.281745412,0.211854832
,0.232306639,,0.287247612,0.226520189
,0.232457597,,0.297931968,0.227168394
,0.233447975,,0.298016344,0.237838573
,0.239139592,,0.301770678,0.242569402
,0.239841984,,0.30286767,0.243324977
,0.259237108,,0.304831984,0.24362714
,0.276460587,,0.305043093,0.24635814
,0.291954175,,0.305361855,0.250635076
,0.296569769,,0.309892829,0.258550565
,0.297062685,,0.310217824,0.258710619
,0.298368576,,0.321133684,0.259532678
,0.299167346,,0.321727827,0.262371284
,0.300762078,,0.322006176,0.270577315
,0.302035452,,0.323309688,0.271328732
,0.303614166,,0.324107118,0.271855687
,0.307022198,,0.325356566,0.274501589
,0.307942655,,0.325499193,0.307264477
,0.30832321,,0.325708697,0.31452829
,0.314219233,,0.32576729,0.314849701
,0.320073023,,0.327579667,0.326286831
,0.323439165,,0.337818951,0.326761797
,0.42024413,,0.341718674,0.330301937
,0.428595642,,0.345890764,0.330703241
,0.437946561,,0.349943538,0.334726085
,0.443176005,,0.353896235,0.334937676
,0.443230013,,0.357713768,0.335315679
,0.443280822,,0.357965225,0.336302633
,0.443727638,,0.361213015,0.338368136
,0.444018831,,0.361366875,0.338445317
,0.487013794,,0.361705111,0.339079207
,0.509499678,,0.362832892,0.342574387
,0.562066314,,0.365279288,0.346526702
,0.576673356,,0.365308843,0.353327254
,0.583025808,,0.365324078,0.380688807
,0.594588524,,0.365380358,0.403441467
,0.611225479,,0.368237296,0.40728367
,0.619325978,,0.369201066,0.414942497
,0.628850329,,0.370006381,0.422710794
,0.632496688,,0.370951362,0.423270417
,0.766904601,,0.376069667,0.423324407
,0.794538425,,0.378012212,0.442173685
,0.798024292,,0.381456181,0.443050896
,0.809803097,,0.38289519,0.450755201
,0.810938125,,0.38929205,0.454723545
,0.812603118,,0.391955589,0.45852666
,0.812912355,,0.395241387,0.459430131
,0.815823807,,0.413874564,0.462862598
,0.81651083,,0.413876687,0.46651771
,0.83326378,,0.417932755,0.486451679
,0.836818782,,0.417959504,0.486737872
,0.839357491,,0.425910112,0.499467496
,0.83983526,,0.425968438,0.507350231
,0.888338384,,0.425978481,0.507482261
,0.936239962,,0.437786329,0.510727004
,0.937315275,,0.453903439,0.510760911
,1.074297502,,0.454116542,0.515081707
,1.080600524,,0.454239015,0.520208044
,1.10321033,,0.489978366,0.521970471
,1.105028744,,0.494027956,0.526475512
,1.106391007,,0.510165806,0.554645325
,1.214806534,,0.517978352,0.567235788
,1.49554279,,0.518259045,0.578622729
,1.55161488,,0.521911887,0.57884166
,1.555647893,,0.522332087,0.582931549
,1.555926628,,0.522709706,0.586880769
,1.557917774,,0.525724516,0.590756047
,1.787513984,,0.526694341,0.592632794
,2.009542406,,0.533543155,0.593431713
,2.091367136,,0.534069389,0.595375212
,2.517932707,,0.5347816,0.599349737
,2.867673679,,0.562278722,0.602830938
,2.871416587,,0.566077444,0.618660426
,2.873062945,,0.590643905,0.626349801
,2.876156385,,0.592333042,0.627607718
,2.959894982,,0.646004419,0.63778973
,3.348964222,,0.654134614,0.646854741
,5.593561209,,0.65969262,0.647115582
,5.647116394,,0.671907364,0.655083052
,5.669829236,,0.690187528,0.657635674
,5.67100999,,0.707120997,0.686887739
,5.873723419,,0.713687823,0.691427722
,6.863560705,,0.722172926,0.691948021
,7.032527144,,0.722407936,0.69882686
,7.129403251,,0.723663469,0.699310949
,7.653595366,,0.73024304,0.707240331
,8.503080252,,0.734195302,0.711310244
,8.508406207,,0.754315708,0.715239693
,12.42401298,,0.762204699,0.723202126
,12.4597233,,0.778198701,0.72338246
,19.0393435,,0.79823121,0.723406293
,20.74945604,,0.87864054,0.726360326
,20.76302615,,0.903591882,0.727614888
,20.79286552,,0.906552696,0.730477432
,20.91094361,,0.923079864,0.755713586
,33.41725243,,0.938008386,0.763194452
,34.49240799,,0.942295122,0.767155148
,39.56109041,,1.012032335,0.787345219
,40.55816084,,1.01449199,0.791888163
,80.64077111,,1.028677753,0.804412457
,95.48242821,,1.056452553,0.806960941
,95.9834678,,1.058167555,0.807195349
,150.8338205,,1.094208182,0.819119224
,155.5686738,,1.099817606,0.819152252
,162.7776732,,1.13801105,0.819610964
,164.7403596,,1.138638659,0.830711217
,170.1944077,,1.141955523,0.834064218
,174.9014036,,1.142360112,0.839206111
,176.2473319,,1.146236796,0.86294235
,193.3428878,,1.149816103,0.863506798
,225.776433,,1.157766587,0.863551725
,227.3825039,,1.162485363,0.906980998
,229.2898585,,1.262751582,0.909127485
,229.3194352,,1.282504503,0.923068793
,229.6823856,,1.362276422,0.923850348
,230.0352272,,1.384241624,0.932093933
,230.5971648,,1.402712067,0.93538317
,291.9279279,,1.462683483,0.936047395
,317.9692051,,1.478366679,0.939283797
,356.0864584,,1.502200064,0.939764227
,363.6543048,,1.5305849,0.94645014
,430.0700444,,1.550357995,0.95068879
,433.6388465,,1.574685309,0.951281894
,482.4695962,,1.574882122,0.959046055
,495.2553631,,1.674560556,0.960383548
,501.949807,,1.674730002,0.971540021
,520.3186151,,1.74653349,0.9761376
,583.7572313,,1.766408582,0.983021449
,585.1420115,,1.818725238,0.98338162
,719.2093166,,2.031069161,0.984003855
,728.7652484,,2.074966845,0.986593709
,734.8900405,,2.098874064,0.987837435
,737.1272208,,2.231623147,0.990258107
,753.0765759,,2.370915435,0.990650434
,764.1360524,,2.511192375,0.990670193
,770.4150439,,2.543184916,1.002798183
,797.2844681,,2.591795602,1.012211143
,809.0616209,,2.647342222,1.023846687
,814.0260638,,3.288827511,1.024917248
,872.2345007,,3.436147583,1.034548941
,874.6137813,,3.496282564,1.035459095
,875.1842337,,3.532323685,1.03555098
,,,3.5442893,1.038630643
,,,3.564126031,1.039689603
,,,3.583516758,1.043741635
,,,3.900551485,1.050134182
,,,3.944390654,1.05584977
,,,3.984473514,1.062945667
,,,3.984641012,1.067143727
,,,4.12003568,1.163640026
,,,4.148631031,1.215144929
,,,4.569031665,1.227163596
,,,4.62035425,1.244010446
,,,4.680562027,1.251784945
,,,4.793087967,1.255683806
,,,4.828644846,1.259676972
,,,5.409534554,1.324286105
,,,5.485412516,1.330969027
,,,5.641858115,1.343841461
,,,5.681697857,1.344113152
,,,6.037953285,1.354958659
,,,6.102022882,1.355095524
,,,6.281073542,1.359974253
,,,6.678360246,1.38013784
,,,6.73048482,1.387141494
,,,6.933373245,1.387762099
,,,7.066545111,1.3918876
,,,7.394807598,1.418879803
,,,7.439163576,1.419563541
,,,7.68300545,1.428010149
,,,7.851078336,1.428039139
,,,8.458564795,1.431491724
,,,9.146245138,1.472048501
,,,10.23104479,1.532124461
,,,10.24300132,1.535301706
,,,12.13044829,1.795560354
,,,12.71953491,1.992445837
,,,14.29957443,2.244329717
,,,15.63325864,2.352863666
,,,15.65937534,2.363852809
,,,15.75316836,2.684198712
,,,15.84555692,2.691991982
,,,17.07399787,3.773594522
,,,18.24316311,4.761902785
,,,18.35898764,4.779606484
,,,18.37483817,5.422925459
,,,18.57456081,5.803141978
,,,19.17904191,6.218879719
,,,21.03318988,6.350511247
,,,22.58616156,6.523969405
,,,23.17903479,6.54405737
,,,23.27039763,6.562412224
,,,24.5710807,7.061626763
,,,26.7414062,7.071493403
,,,27.72156791,7.086065775
,,,27.8314657,7.131886071
,,,27.88258557,7.154330654
,,,27.89764205,7.650889933
,,,28.18969128,7.716503272
,,,28.3982894,8.338560229
,,,28.42188279,8.541840161
,,,28.42217099,8.583124267
,,,28.58208905,8.844967753
,,,30.81653312,9.593482046
,,,32.41793969,9.718040375
,,,32.58995755,9.737364466
,,,32.64587937,9.845858397
,,,32.73403075,9.929674031
,,,32.7778916,10.06698597
,,,32.78184832,10.10539741
,,,32.83796846,10.22601893
,,,33.4895843,11.84936716
,,,33.58648028,11.87763837
,,,33.74311898,11.89765829
,,,35.85989012,12.10940122
,,,36.05204664,12.12292677
,,,37.03666959,12.28606004
,,,44.46710764,12.42939689
,,,44.60549918,12.46707744
,,,44.83485692,12.80955771
,,,45.29085122,12.8607662
,,,47.18295877,12.86821819
,,,47.66084459,13.13229536
,,,48.17565213,13.16180058
,,,48.4770081,13.19264841
,,,48.56433287,13.19599816
,,,48.60139763,13.19663692
,,,59.35122712,13.25679038
,,,59.81420358,13.32749427
,,,59.84605733,13.3842231
,,,59.94965273,13.44810515
,,,84.72051832,13.69287395
,,,130.342431,13.71345449
,,,131.1388751,13.93316317
,,,149.4231103,14.28142012
,,,151.3315413,14.38746647
,,,151.4702084,15.37054269
,,,152.5647094,15.37500671
,,,227.2259427,15.55865015
,,,229.7574052,15.60021238
,,,230.441861,15.97462393
,,,233.3463901,16.55069936
,,,374.1576573,17.11143735
,,,397.4467576,17.12062832
,,,413.8930302,17.21611937
,,,427.0691856,18.53243363
,,,499.7537111,18.60457299
,,,722.707536,18.71631988
,,,,18.90932257
,,,,18.95104039
,,,,19.00938861
,,,,19.02918269
,,,,19.05325539
,,,,19.08168105
,,,,19.218665
,,,,19.3486245
,,,,19.36108582
,,,,19.39374822
,,,,19.41615403
,,,,19.43217246
,,,,19.46874156
,,,,19.50967335
,,,,19.54076167
,,,,19.55732522
,,,,19.61276355
,,,,19.65308546
,,,,19.67307448
,,,,19.7049603
,,,,19.70861997
,,,,19.73277507
,,,,19.74516096
,,,,19.76211066
,,,,19.81378451
,,,,19.94610234
,,,,20.25771157
,,,,20.48975624
,,,,20.54564981
,,,,20.81746583
,,,,20.82234393
,,,,20.85031202
,,,,20.85136955
,,,,20.91774468
,,,,20.98209985
,,,,20.98944714
,,,,21.00110517
,,,,21.06604273
,,,,21.07248069
,,,,21.08176703
,,,,21.15961539
,,,,21.23121927
,,,,21.30543939
,,,,21.47461006
,,,,21.54609049
,,,,21.56267205
,,,,21.57604278
,,,,21.76595127
,,,,21.76956013
,,,,21.84285431
,,,,21.89150676
,,,,21.89935917
,,,,21.90578233
,,,,21.9795179
,,,,21.98140657
,,,,22.02318055
,,,,22.03829622
,,,,22.06753836
,,,,22.11105883
,,,,25.24501626
,,,,25.47392782
,,,,25.69724625
,,,,25.75746508
,,,,26.0779119
,,,,27.40614711
,,,,27.75341331
,,,,28.3717284
,,,,28.49604515
,,,,28.49863613
,,,,28.90048778
,,,,28.93644058
,,,,28.97141825
,,,,28.98241698
,,,,29.00068599
,,,,29.00526461
,,,,29.01608532
,,,,29.03217775
,,,,29.34815788
,,,,29.4011036
,,,,29.86549657
,,,,29.92878933
,,,,30.18557209
,,,,30.26105239
,,,,30.43618174
,,,,30.50914605
,,,,30.61850396
,,,,30.64990238
,,,,30.74101392
,,,,30.93398689
,,,,31.34549859
,,,,31.90703224
,,,,32.03384866
,,,,32.26252529
,,,,32.36969458
,,,,32.38170545
,,,,34.84218119
,,,,35.50900287
,,,,37.3820222
,,,,42.34219271
,,,,48.00778495
,,,,48.17891339
,,,,49.81167323
,,,,49.84260596
,,,,49.97722031
,,,,50.04354506
,,,,50.17993084
,,,,54.58285311
,,,,54.67903981
,,,,73.3928136
,,,,78.90474591
,,,,86.7306252
,,,,120.1302247
,,,,135.5072486
,,,,147.4121055
,,,,150.600776
,,,,151.1417884
,,,,153.8772379
,,,,179.7480346
,,,,180.6133235
,,,,188.798892
,,,,189.5928794
,,,,191.0070481
,,,,224.2721699
,,,,311.3705913
,,,,314.0901318
,,,,340.0032599
,,,,400.0902345
,,,,401.0276381
,,,,468.9364762
,,,,568.9676413
,,,,605.7984958
,,,,849.3485027
