iDQ 1.0,dCAQE 4.0.1,iProver v3.1 (CASC-27),HQS 2,DQBDD 1.1
0.052152537,0.025893358,0.637706998,0.061577056,0.030179586
0.052385507,0.026027858,0.650039666,0.062127488,0.030200617
0.052971416,0.02609146,0.655139546,0.062151589,0.030207112
0.053156937,0.026128224,0.671811504,0.062182128,0.030216133
0.053264971,0.026171522,0.688378112,0.062294274,0.030229608
0.053844964,0.026583012,0.693146823,0.062399614,0.03023278
0.053869062,0.026583966,0.706645022,0.063127181,0.030271029
0.055434803,0.026610068,0.710602413,0.063334272,0.030290476
0.05550361,0.026618813,0.71482153,0.065396068,0.030291945
0.055731663,0.026676665,0.725166214,0.065407278,0.03031451
0.05600122,0.026704036,0.733474804,0.06567249,0.030331435
0.057641714,0.02672255,0.74158618,0.065935198,0.030347465
0.057926503,0.026805418,0.755011839,0.066250452,0.030356559
0.05806234,0.026858337,0.757335837,0.06627329,0.030363649
0.058123233,0.026939681,0.76427855,0.066557328,0.030397764
0.058415118,0.026965322,0.782127933,0.066681213,0.030410359
0.058593967,0.026966894,0.802468704,0.066967199,0.030445331
0.060058689,0.02716371,0.826259745,0.067039719,0.030471654
0.0606386,0.027185762,0.834710839,0.067260172,0.030521876
0.062239127,0.027418167,0.844367644,0.067568972,0.030568965
0.06296896,0.027534808,0.85682158,0.069285369,0.030572043
0.063426208,0.027599818,0.869161719,0.06928767,0.030578136
0.063630411,0.02776788,0.872112263,0.069326264,0.030634546
0.064863369,0.027793442,0.922377145,0.069350955,0.030652188
0.065286943,0.027839692,0.961154886,0.069370801,0.030681784
0.065307464,0.028062721,0.976249997,0.070277471,0.030725325
0.066341942,0.028063708,1.000913318,0.07055728,0.030727516
0.069565116,0.028207751,1.001202301,0.071412363,0.030735431
0.070723555,0.028336198,1.007952557,0.072881459,0.030821075
0.071106932,0.028448688,1.020887794,0.073308904,0.030857539
0.072232563,0.028479069,1.02811913,0.073331867,0.030858187
0.073156857,0.02848344,1.051408,0.073966842,0.030889345
0.073400716,0.028532416,1.053494773,0.073996364,0.030918628
0.075945152,0.028890845,1.053936963,0.074003837,0.030926366
0.076532081,0.029086149,1.057202273,0.074145127,0.030932622
0.079868899,0.029329991,1.076999046,0.074147168,0.030991725
0.081147659,0.029359731,1.101712665,0.074357681,0.031094904
0.081185809,0.029778042,1.107033453,0.074404024,0.031247614
0.08418116,0.029785651,1.142780541,0.07485593,0.031259356
0.084291113,0.02994425,1.179877938,0.075266324,0.031282478
0.084667744,0.030094411,1.220240787,0.075479727,0.031696447
0.087660939,0.030127485,1.251407365,0.077292607,0.032886667
0.088119295,0.030271412,1.280870986,0.077522963,0.033161695
0.088320696,0.030294759,1.327761294,0.077526726,0.033261648
0.089951215,0.030331961,1.364700961,0.077890013,0.033474615
0.096185202,0.030872028,1.397076675,0.077891699,0.033534233
0.100658791,0.030988089,1.409303863,0.078002214,0.033551122
0.102434112,0.031045779,1.424810057,0.078072652,0.033572017
0.103512453,0.031332873,1.478730961,0.078113493,0.033848945
0.103840994,0.031615722,1.543225414,0.078437041,0.03387353
0.107537435,0.031642334,1.550448962,0.078530904,0.033901975
0.109728261,0.031690499,1.664149903,0.07875417,0.034024402
0.121315035,0.031926673,1.674287125,0.078798093,0.034110765
0.122357256,0.031954164,1.719294034,0.080810406,0.034113309
0.122611985,0.032131757,1.802922961,0.081392818,0.034165181
0.122664602,0.032236086,1.806026739,0.081599661,0.034233815
0.124122988,0.032268701,1.832912602,0.082245568,0.034247478
0.12503265,0.032310624,1.856516305,0.082370083,0.034263617
0.125448893,0.032535989,1.857290525,0.082516637,0.034292937
0.127893664,0.032560127,1.915135201,0.082951708,0.034311027
0.129618238,0.032602882,1.918098937,0.083493098,0.034317162
0.129723019,0.03271787,2.001076445,0.083744085,0.034328336
0.131055001,0.032723436,2.015223476,0.085602527,0.034524988
0.131267584,0.032781209,2.03515336,0.085717292,0.034550192
0.131955382,0.032783712,2.057091066,0.085837784,0.034558423
0.132847485,0.032814566,2.059940606,0.086167934,0.034592714
0.136344653,0.032864041,2.06013273,0.086208532,0.034632736
0.136894154,0.032891074,2.062768509,0.086299593,0.03467555
0.138875788,0.03298398,2.109981678,0.086780406,0.034699355
0.139683573,0.033099597,2.132898791,0.087665117,0.034790522
0.140941143,0.033196974,2.178228955,0.089245639,0.034792002
0.148448871,0.033499558,2.202757696,0.089499365,0.034802453
0.148801288,0.033812175,2.309605015,0.089693848,0.034845025
0.152698118,0.034057084,2.358307456,0.090112383,0.034915558
0.152712336,0.034190654,2.374672475,0.090472793,0.03493063
0.156293247,0.034256392,2.407988355,0.090570676,0.034956911
0.156916014,0.034354931,2.447258492,0.090686094,0.035044765
0.159841212,0.034378135,2.447938993,0.091650139,0.035120401
0.170806793,0.034381649,2.457073162,0.093572623,0.03515312
0.173813464,0.03439279,2.490077108,0.093601804,0.035248476
0.190610403,0.03441958,2.50954092,0.093616503,0.035584659
0.196543525,0.034866542,2.556568463,0.093711975,0.036123203
0.196563688,0.035525695,2.557051122,0.093797881,0.036473142
0.198274333,0.0358677,2.65930993,0.093807341,0.036946066
0.201645316,0.036133584,2.681773192,0.093916088,0.037880105
0.202029194,0.036215089,2.684260095,0.094693128,0.037950736
0.206304046,0.036393241,2.698612411,0.094949178,0.037951775
0.20647892,0.036402303,2.701719896,0.095578229,0.038001906
0.212793764,0.03643194,2.709435312,0.096654459,0.038284781
0.218097795,0.036455671,2.731152656,0.097775249,0.03829828
0.221446783,0.036561141,2.789668988,0.100631462,0.038407483
0.227920698,0.036731723,2.825257338,0.102157433,0.038474997
0.241220582,0.036855778,2.878316681,0.103159104,0.03850974
0.27491493,0.036978541,2.905041536,0.104525742,0.038602183
0.275627328,0.037014638,2.932204919,0.105585371,0.038623558
0.282144825,0.037109024,2.952332511,0.105643453,0.038649087
0.283914163,0.037263432,2.993557082,0.105793915,0.038676065
0.284234982,0.037363342,3.107313371,0.10635581,0.038753767
0.284246891,0.037366911,3.159244088,0.106630174,0.038769787
0.311771721,0.037394031,3.164906216,0.109267083,0.038856442
0.318826027,0.037460246,3.236035723,0.10933446,0.038965707
0.355788772,0.037465842,3.398189709,0.109499552,0.039090323
0.358061183,0.037558891,3.422623571,0.109545552,0.039419648
0.365983778,0.037812332,3.428192214,0.109584677,0.039452181
0.375951834,0.037950507,3.479493166,0.10976165,0.03989519
0.376480827,0.038068938,3.505311067,0.110667864,0.040114751
0.377665014,0.038104454,3.554380913,0.113395573,0.040358909
0.39222065,0.038117219,3.607768158,0.113595374,0.040954101
0.427779351,0.038144843,3.690319265,0.113664973,0.040954799
0.440942898,0.038233808,3.800556045,0.113756458,0.041057583
0.442877018,0.038264745,3.866696919,0.113762944,0.041151495
0.468262654,0.038376025,3.915431101,0.113911499,0.041210201
0.469073965,0.038607871,3.939080746,0.114006031,0.041266302
0.471932119,0.038843048,3.969063531,0.117684872,0.041283723
0.476367568,0.039020091,4.088597473,0.117757517,0.041618893
0.477865071,0.039152626,4.131310677,0.118167848,0.041747396
0.493411248,0.039292892,4.15486328,0.121651852,0.041764677
0.512007672,0.03935472,4.208440732,0.121672037,0.041779875
0.522083082,0.03950231,4.375388509,0.121716096,0.041808465
0.541720224,0.039745515,4.422863791,0.121721691,0.041855385
0.545141171,0.039947508,4.446323577,0.121810583,0.041864417
0.588466292,0.04017485,4.495349757,0.122160515,0.041974167
0.59809711,0.040412427,4.511872327,0.122372077,0.042015931
0.643031033,0.04042973,4.561849108,0.122789274,0.042217035
0.654172976,0.040491674,4.636277248,0.122946738,0.042408227
0.656727894,0.04050123,4.651874412,0.123473788,0.042409156
0.657509287,0.040928309,4.684036544,0.125343325,0.04243204
0.666535712,0.040928659,4.851125928,0.125726116,0.04243656
0.675990882,0.040945106,4.864336538,0.125778793,0.042486448
0.70692141,0.040948904,4.969710888,0.125784116,0.042672059
0.739961624,0.041022792,5.228691059,0.125963942,0.042672704
0.752929177,0.041052721,5.228758271,0.125977528,0.042780571
0.78280247,0.04126575,5.367439505,0.126053917,0.042842817
0.787418378,0.041280936,5.470703585,0.129580271,0.042970389
0.815546456,0.041298472,5.497545834,0.129657771,0.042977571
0.830429027,0.041988098,5.636962349,0.129754636,0.043081241
0.832062679,0.042321548,5.779008796,0.132273986,0.043263916
0.833660066,0.042416411,5.874204118,0.13287988,0.043590943
0.838230001,0.042543581,6.14835412,0.133677365,0.043836285
0.839511533,0.042862287,6.203733298,0.135439454,0.04393509
0.846776215,0.042954659,6.208866635,0.137368943,0.044792715
0.96394559,0.043442342,6.291648233,0.137612962,0.04503239
0.977548203,0.043568364,6.408569405,0.137682984,0.045040095
0.99865342,0.043888357,6.664267675,0.137697149,0.045303056
1.012398975,0.043961592,7.022223034,0.137733949,0.045643168
1.077512774,0.044280501,7.309960698,0.137799354,0.045647944
1.233325263,0.04441904,7.432574071,0.137805592,0.045676764
1.267267459,0.044427511,7.481794921,0.137815499,0.045786065
1.428479499,0.044611012,7.640387483,0.141573093,0.045827615
1.450368163,0.044617183,7.78419644,0.141739424,0.045851092
1.457894361,0.044649221,7.830074053,0.141742074,0.045880771
1.487992093,0.045003955,8.050839053,0.14207316,0.045937598
1.491130767,0.04506379,8.226083497,0.14524877,0.045980984
1.648424178,0.045454747,8.286306032,0.145727198,0.045984367
1.650414053,0.046086382,8.566852478,0.145739569,0.04607949
1.708876398,0.04636842,8.58127241,0.149531211,0.046100849
1.717340959,0.046504845,8.59317837,0.149636481,0.046274499
1.810282682,0.046803249,8.70964669,0.149708348,0.046308937
1.812404687,0.046813876,8.760380056,0.149718001,0.046327911
1.863854705,0.046858393,8.81010319,0.149751827,0.046457903
1.897404016,0.047093908,8.866208649,0.14977476,0.046583245
1.961314307,0.047151607,9.028532488,0.150696372,0.046619181
2.020590124,0.04721104,9.123680665,0.151126021,0.046648026
2.023249815,0.047318467,9.389599723,0.153730977,0.046662509
2.075612231,0.047597624,9.523851072,0.153762823,0.046838419
2.146120454,0.047601715,9.666374289,0.153821713,0.046932077
2.165314564,0.047661355,9.750294458,0.154312063,0.046989872
2.399652596,0.047921989,9.833548985,0.154478829,0.04699799
2.436346909,0.048091851,10.11154041,0.155824902,0.047126878
2.44689853,0.048105896,10.11965161,0.156515589,0.047364877
2.464055785,0.048135238,10.25218077,0.157421683,0.047382701
2.630300904,0.048659948,10.26344272,0.157602869,0.047397396
2.798801595,0.048715646,10.69681058,0.158657707,0.047435327
2.834351308,0.049062708,10.78448808,0.16152464,0.04744259
3.126734003,0.049070791,10.80917413,0.161727318,0.047481475
3.195498232,0.049209026,11.24286026,0.162745253,0.04779468
3.308351623,0.049822507,11.33918138,0.16448244,0.04795304
3.364415783,0.04984103,11.89616361,0.16568777,0.048069442
3.423606351,0.049946958,11.95831947,0.165695869,0.04831951
3.595135747,0.050028024,12.37217783,0.165751712,0.048474296
3.61085746,0.050387871,13.34490828,0.165767704,0.048478728
3.788936322,0.051000245,13.45553826,0.165830895,0.04857783
3.809480297,0.05112507,13.46102569,0.165905627,0.048927559
4.31769858,0.051393897,13.47894063,0.169481009,0.049047053
4.592301676,0.051487347,13.75683208,0.16968919,0.04911618
4.722697527,0.051562586,14.25552047,0.169691794,0.049173821
4.770612534,0.051644131,14.90553469,0.169888808,0.049527564
4.779976743,0.051672806,15.48307171,0.170494814,0.04961794
4.85493126,0.052418345,16.01857487,0.173743947,0.049632086
5.000490069,0.052697575,16.09512194,0.177625932,0.049722765
5.11779008,0.052785408,16.12735627,0.177647126,0.049747934
5.402494,0.053285885,16.44768359,0.177659795,0.049760455
5.50108475,0.053596375,16.50871557,0.177815945,0.049773424
5.620363686,0.05454273,16.75445953,0.177842723,0.049878402
5.772451953,0.05544883,16.8173728,0.177921733,0.049915439
5.846231121,0.05596973,17.58657321,0.178721955,0.049916747
5.966839137,0.05613052,17.97348245,0.179380957,0.050018366
6.331425103,0.056583087,17.98486514,0.181345658,0.050085147
6.376567712,0.057015975,18.14555355,0.181664303,0.050295223
6.425613068,0.057100853,18.18883325,0.181758268,0.050357497
6.818791063,0.057791499,18.50466397,0.181767588,0.050415655
6.819530002,0.057945512,18.5180055,0.181781896,0.050447775
7.112011073,0.058014564,19.02421634,0.181789075,0.050490123
7.113049959,0.058185852,19.07913454,0.181857109,0.050620011
7.682717601,0.058199878,19.35155675,0.184763531,0.050754002
9.002215354,0.059728475,19.46548421,0.18506578,0.050885689
9.116144651,0.059985104,19.5385926,0.185936713,0.050925485
9.167665824,0.060097179,20.07175031,0.187402982,0.050931564
9.873892567,0.060136893,20.56789393,0.189426866,0.051182276
9.949205305,0.060144789,20.69065206,0.189748779,0.051189398
10.4698685,0.061026962,20.90023195,0.189750168,0.051190695
10.5551444,0.061661259,20.90509193,0.189856527,0.051196619
11.66983892,0.061752227,21.17226442,0.191134384,0.051274945
12.27590408,0.061753905,21.89143826,0.191903104,0.05132547
13.0262742,0.062155797,21.94975081,0.193441892,0.051371243
13.13634873,0.06220664,22.04904973,0.193636405,0.051764931
13.46635786,0.063691381,22.4073749,0.193658313,0.052124627
15.25116207,0.063695281,22.46819281,0.193793886,0.052198699
16.23938213,0.064257921,22.47499415,0.19385874,0.052318548
16.32400576,0.064299189,23.39527668,0.195508622,0.052467616
16.52677599,0.065353398,23.64182188,0.197681705,0.052724185
18.16435029,0.068031348,23.81170425,0.197732228,0.05298201
18.3036819,0.068556279,24.01407368,0.197858232,0.053046253
20.90137791,0.068871915,24.22923817,0.198433917,0.053108281
22.04308072,0.071070734,25.10176642,0.201386297,0.05316802
22.72850541,0.073196455,25.55300361,0.203324746,0.053286213
22.94031408,0.073533902,25.81793587,0.20351207,0.053300215
23.64679433,0.07387799,27.00640255,0.207545646,0.053334236
23.76682723,0.073943076,27.01820251,0.208911535,0.053605609
24.13528971,0.074146654,27.07615812,0.209736286,0.053663726
26.09292315,0.077081923,27.34687064,0.209769869,0.053815058
26.3893122,0.077549094,28.64233464,0.209828303,0.053849218
26.8757125,0.078250766,29.43230412,0.2098752,0.053871505
27.18379681,0.079513178,29.52753749,0.210194106,0.053892448
27.37209271,0.080714854,29.79167957,0.210287757,0.053928153
30.89823114,0.085461389,29.80165318,0.211093254,0.054038739
31.3833158,0.086159238,30.06304967,0.211850462,0.054097554
32.65692289,0.086622623,30.09777992,0.213172796,0.054113324
33.33223592,0.087258044,30.11734859,0.213371434,0.054152716
34.96276144,0.087686108,30.13639287,0.213680553,0.054162443
35.94688896,0.088501046,31.75159124,0.213773983,0.054261398
37.35741288,0.089618588,33.17580235,0.214039985,0.054417486
37.4780782,0.09209017,35.17207604,0.215115342,0.05455076
38.00020151,0.094645756,36.83682378,0.217686279,0.054560939
38.55371797,0.095653668,37.99024063,0.217734984,0.054635035
39.31271757,0.095880026,38.02037255,0.218257937,0.054878151
39.82022875,0.096708758,39.07105237,0.218386481,0.054988313
42.18414463,0.097574368,39.93962439,0.221953397,0.055037446
42.53945283,0.098459031,40.48248953,0.22289229,0.055054303
43.6351208,0.099571508,41.41476157,0.225492664,0.055080604
45.57832473,0.103468585,42.85866552,0.227191695,0.055141411
47.4875847,0.105859989,43.43912194,0.229497545,0.055282001
48.17368305,0.110321356,45.80205603,0.230121294,0.055318484
49.84306887,0.110836344,46.83119314,0.231155554,0.055505562
61.94955461,0.114566976,48.28544745,0.233713602,0.055542258
62.65977341,0.114640043,48.98432149,0.237454976,0.055568654
63.92806144,0.115787559,50.01015328,0.237872111,0.055813723
64.69604917,0.116377354,50.0204896,0.238086801,0.05592092
64.95435433,0.117744631,51.26984758,0.241634208,0.056073174
70.7627988,0.119829887,52.25500833,0.241687031,0.056311716
75.2742404,0.12847458,53.9005773,0.24968831,0.056377081
79.8966792,0.132260681,56.0130021,0.249699715,0.056578122
82.5044344,0.133319783,56.37237405,0.2497932,0.057006852
91.12780761,0.13336563,56.55467066,0.249842051,0.057023629
97.79251392,0.140445439,57.11371204,0.254011919,0.057401143
97.81442005,0.144961496,57.74459955,0.254282116,0.057440331
103.7731287,0.149172034,60.18287718,0.257758569,0.057485762
107.6814216,0.162439003,66.98662331,0.262128683,0.057581515
110.3493212,0.165621581,70.77656043,0.265532908,0.057652976
112.1507036,0.177370132,70.79243285,0.265745781,0.057703738
116.6408632,0.178426616,70.84297231,0.26720205,0.057704681
117.9108947,0.196460738,70.87878618,0.269846481,0.057877426
129.665542,0.202161865,70.89765121,0.271456732,0.058150588
130.9620893,0.206287182,71.17087343,0.273880913,0.058191817
135.3283562,0.207601691,71.19350674,0.277833663,0.058217074
138.3985845,0.214130827,71.36892573,0.278194881,0.058378115
142.1983128,0.219074892,71.47445094,0.279602718,0.058533241
146.008181,0.220839482,71.52604623,0.281823475,0.058571539
148.1246498,0.224134745,71.64410961,0.282506964,0.058592176
153.5779742,0.256925487,71.77221078,0.282668888,0.058712467
163.2034099,0.258465025,71.82898317,0.289907899,0.058906834
178.507034,0.266188947,71.89456101,0.295493373,0.058921398
182.6982056,0.270089315,72.06176134,0.303027396,0.058963692
183.4109338,0.270630368,72.12242107,0.310161288,0.05930357
203.7912864,0.282188881,72.13872638,0.314338207,0.059355316
222.9290623,0.298035769,72.17858583,0.315476851,0.059385433
231.2098274,0.317570639,72.23284374,0.333505426,0.059668884
234.8741549,0.319668136,72.24452752,0.338125708,0.059778069
264.2552762,0.320023051,72.41599843,0.357543865,0.060321299
266.2478779,0.326032082,72.45815944,0.358273026,0.060810178
271.9476315,0.329269589,72.72201918,0.365734642,0.060893765
274.7056345,0.332253011,72.91410957,0.365830568,0.061257257
288.8393356,0.3481844,73.22919581,0.378698388,0.061577332
293.0006746,0.348538435,73.23905173,0.385414959,0.061959185
298.0534555,0.366878585,73.40240796,0.41793026,0.061997013
303.772942,0.374846061,73.45566438,0.422057796,0.062162111
321.8099612,0.39199456,73.82327431,0.422757797,0.062420509
333.8520564,0.419944569,74.56503871,0.426465203,0.062444907
387.9825655,0.427298828,74.97030159,0.431343797,0.062482729
413.5594679,0.434341702,75.36271027,0.462063166,0.06264997
413.9396261,0.447858024,76.2691866,0.462749667,0.063550811
423.9302071,0.464043998,79.82600057,0.513878584,0.064425255
454.2197066,0.482533416,87.08987937,0.517959628,0.065610601
454.411663,0.508748516,90.88295427,0.546212854,0.066197994
471.5897732,0.548061599,91.64029935,0.570622223,0.066364049
488.1959703,0.607325045,94.04805625,0.577394777,0.066434705
494.7360592,0.662411852,95.14548197,0.606406897,0.066808398
502.3870973,0.707595769,96.15096659,0.650161164,0.066997387
601.5919898,0.753527129,103.0153894,0.662127797,0.067054233
697.967878,0.814613072,107.9100248,0.666432695,0.06710674
737.9271992,0.855943325,108.3098073,1.138917332,0.067287551
775.5334344,0.858312004,108.6696307,4.017374037,0.067420589
869.611569,0.871984101,109.9079935,5.165922986,0.06781432
,0.929265171,113.4907221,,0.068285313
,0.980550443,120.2757266,,0.068798882
,1.001816948,130.1167313,,0.069167992
,1.293618514,131.1566959,,0.070181256
,1.331779191,133.9054506,,0.070703932
,1.334866118,150.3186914,,0.071287493
,1.368908567,160.8246929,,0.071340601
,1.607010623,161.3993099,,0.073609419
,1.636270905,164.5908032,,0.076361407
,1.653534932,176.601066,,0.079965119
,1.728961652,188.5667478,,0.086217138
,1.761400261,188.7549552,,0.087259733
,1.819153786,192.7613854,,0.087733405
,1.861907006,207.4261286,,0.091262013
,2.020109341,,,0.091564782
,2.200763885,,,0.09488512
,3.066431003,,,0.148527011
,10.99209167,,,
,20.06070917,,,
,42.80056862,,,
