iDQ 1.0,dCAQE 4.0.1,iProver v3.1 (CASC-27),HQS 2,DQBDD 1.1
11.08084081,0.287374177,8.794685414,0.249470627,0.243766547
13.17423737,0.297392042,10.18585599,0.313311414,0.249771938
55.10293955,0.320537475,14.34002334,0.313514516,0.252898552
213.3053009,0.324473319,20.16053317,0.32578609,0.258557322
,0.353979124,20.97239035,0.335435268,0.265079487
,0.37899348,21.24428357,0.350226683,0.270664377
,0.38086456,21.54398499,0.357833273,0.286934514
,0.401750483,21.56490354,0.370207901,0.297268296
,0.410336189,21.91858475,0.373961406,0.298046283
,0.419319699,22.9415537,0.377316508,0.298761075
,0.428243946,25.65744673,0.381807062,0.301893727
,0.446238953,26.07107696,0.38957216,0.311330316
,0.448465924,27.70962485,0.405542688,0.311387163
,0.460054991,28.7240928,0.411064986,0.314998532
,0.559199842,29.39791171,0.413495174,0.323223784
,0.688436196,32.49855428,0.419771741,0.323281929
,0.76726435,40.66351596,0.421782516,0.323470821
,0.775451953,51.94813458,0.425860291,0.327035226
,0.784142566,55.88361522,0.437131092,0.329687605
,0.821401541,57.02234887,0.43758846,0.330157518
,0.825149411,57.98826077,0.437926308,0.331273082
,0.839580092,62.57153759,0.449523967,0.334026826
,0.845310817,65.08416136,0.454117683,0.334837178
,0.901124285,65.75198126,0.461476328,0.335196221
,0.902150034,71.26342829,0.461586943,0.341269221
,0.905868998,90.61477887,0.469446275,0.341374061
,0.921014057,91.91101258,0.491254002,0.345173936
,0.928613951,92.44108498,0.493601426,0.345352493
,0.966683336,93.94165976,0.494914982,0.351209876
,1.280331275,94.55530374,0.497356868,0.353452914
,1.460001981,95.44904889,0.497364857,0.353772459
,11.75321465,98.44462537,0.505182407,0.3554324
,27.64242293,123.2949162,0.505800281,0.36136166
,74.19410633,149.0615806,0.505980633,0.361404487
,,163.2846029,0.509363995,0.365565672
,,173.2286714,0.509445206,0.369084572
,,179.1035253,0.517919528,0.369739862
,,233.4963832,0.525122032,0.370629736
,,243.616525,0.537774657,0.371158345
,,252.7293981,0.546729803,0.371202151
,,325.2929093,0.549205975,0.371434103
,,,0.550994198,0.373570894
,,,0.553544099,0.374068794
,,,0.557342475,0.374256773
,,,0.55766364,0.374365214
,,,0.56173065,0.374432659
,,,0.561806007,0.378756649
,,,0.573583057,0.380329309
,,,0.577328142,0.382207181
,,,0.5829088,0.382221528
,,,0.587517567,0.382445401
,,,0.597425276,0.383014819
,,,0.609549564,0.383041264
,,,0.613416287,0.383160541
,,,0.613548925,0.383769377
,,,0.625955638,0.385014531
,,,0.637692051,0.385836929
,,,0.645020257,0.386899406
,,,0.665753996,0.388709949
,,,0.669559609,0.389533328
,,,0.669937246,0.390350043
,,,0.673445711,0.391824346
,,,0.673809994,0.392700318
,,,0.67565289,0.393895611
,,,0.675900887,0.396227478
,,,0.677349489,0.398966548
,,,0.681791681,0.399073143
,,,0.687596164,0.399074248
,,,0.688152126,0.39918045
,,,0.689758368,0.399394986
,,,0.689956529,0.401393111
,,,0.693428602,0.402041658
,,,0.693565149,0.40381026
,,,0.697343506,0.406162664
,,,0.697910896,0.406687409
,,,0.705516429,0.40716626
,,,0.705781242,0.408236254
,,,0.709946966,0.409176102
,,,0.7101104,0.409713046
,,,0.713532654,0.410433344
,,,0.71371068,0.41116582
,,,0.717572859,0.413003369
,,,0.721778642,0.413148148
,,,0.723061548,0.414868917
,,,0.728222481,0.415334604
,,,0.729297384,0.416685063
,,,0.733445117,0.417848492
,,,0.733594286,0.418264529
,,,0.733753063,0.418736048
,,,0.733817383,0.420877774
,,,0.733901364,0.421678756
,,,0.745750994,0.421931495
,,,0.753631789,0.42207439
,,,0.754230775,0.422184078
,,,0.757587887,0.422212141
,,,0.75855638,0.422214145
,,,0.761625119,0.425247551
,,,0.761741256,0.426993041
,,,0.76222619,0.427558753
,,,0.765527184,0.428885363
